Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
0.581994614583776,0.5591010788127191,0.5909430559753641,0.6045625067616114,0.5936397764165136,0.622920908897838,0.6081351830687095,0.6112000658212655,0.5669137487431546,0.5840844697069117,0.5398183734095987,0.5279384503814852,0.5263664407115892,0.5154806878170439,0.4677193918292776,0.4866085351641349,0.41620515289988536,0.42824009544258385,0.5186954264009813,0.6190308642194156,0.5898489752140412,0.5336788742410836,0.5933519747290763,0.6216863117462589,0.6046246061958016,0.6351222584754618,0.6258491127749454,0.6081577186935283,0.615615903550799,0.5476669874494154,0.6124001792624265,0.4534345988439218
0.6201216495992669,0.6172999733790284,0.5666680535497278,0.6070252093518353,0.527834352909899,0.5805543293193511,0.6055024147448986,0.5424618843130451,0.5825246846326656,0.5945605078227874,0.5543606109497266,0.5336212320389665,0.5854929883174491,0.5206203134994926,0.47977439392378657,0.46270427727627145,0.4239997873871704,0.4491812163427454,0.5152944755371259,0.6160545283535941,0.5930855649567471,0.5537110057105983,0.5483253401253342,0.6111383484149331,0.595904509297024,0.5568554173941122,0.6140870618816147,0.5712339825277777,0.6177439470187872,0.6175899299595756,0.6006551613146266,0.5511511196446861
0.5900661064015307,0.6056311196919005,0.5226690062612248,0.595178384384913,0.5238544397174358,0.6023652262394044,0.6114118333784347,0.5485603451796488,0.5839342636922809,0.5912310884104711,0.5544673738326659,0.5722731205323783,0.5955491092104921,0.5115505056440496,0.49435665451588107,0.5067522999558803,0.4421595578730763,0.4805706085202475,0.5285697619984459,0.6131205230643241,0.5638046012940078,0.5226262408141771,0.5708640656364189,0.5687600453101889,0.5466994688494121,0.5774879213307832,0.5708222532143062,0.5321451666690707,0.6041720845182201,0.5833466495509027,0.5440324809587813,0.46704517071888246
0.5581316924397008,0.5730720185331835,0.5296766359666557,0.6173105295753066,0.5981988970834695,0.6245884708129421,0.6077951414588677,0.5817610357881429,0.5387783952664027,0.5755950860765782,0.5645629673039076,0.5433244095259605,0.5027968478901893,0.5094878457327989,0.5132630412851545,0.47064386268498815,0.4484479569007087,0.4943664718917953,0.5632252787541494,0.5977159182073312,0.5702159667743146,0.5504330661460525,0.5727490645740382,0.5790848685147485,0.5186071254924445,0.5958819621216995,0.49913815792281385,0.5407716060869082,0.5648495776136934,0.553435464898427,0.5521206087367504,0.4475215038240425
0.5905236251632333,0.5884469061268542,0.5294781187323461,0.5873434323177232,0.5493986705339785,0.5828911364627014,0.5972980296419163,0.5679898319947192,0.5006759373449072,0.5618319397031849,0.5193243718172129,0.4933734263454861,0.4543443293727469,0.4402330441284672,0.4720724393970124,0.41844194707172516,0.4113524180795267,0.45638745702019456,0.5334412457837114,0.6198114267032648,0.5875515112482445,0.6078721286342834,0.576688483075267,0.5688319384791037,0.48421382292141685,0.44971780555952007,0.4127886696151707,0.5472413656057086,0.5250458116113145,0.5442973164118605,0.5054754330389247,0.5323590929536032
0.6087173230812447,0.6033675729175639,0.5993142334063871,0.6115849090058613,0.5300370839298456,0.5833517523461669,0.6044786857514122,0.5371272715073371,0.5533337752322756,0.5809897749923428,0.5245152761478258,0.5275582285097813,0.49322511005125175,0.46037618440665545,0.48913477769389047,0.4343022973617449,0.4158610736098091,0.43422548402858624,0.4983951751118849,0.613861305878534,0.5912196696872586,0.5314040161056908,0.5779054625978894,0.563048320643954,0.5179937643844835,0.5443306543996543,0.575099588693649,0.5319308428223135,0.6022926264531342,0.5868828399253473,0.5594714869950747,0.5218600946445427
0.6055528375213771,0.600246911114314,0.5527187293447515,0.6193013809405652,0.5304835912769114,0.5589529315441346,0.5340682312978138,0.5156438080182799,0.503655135940526,0.591459875816042,0.4684603163769105,0.5253111897169506,0.5245110979410396,0.4843108165352023,0.4760875763616178,0.4772173606972095,0.44189895419487396,0.4807210501385316,0.48518600946088997,0.5984718148299363,0.5565522055247434,0.4550754392891234,0.5524678983276116,0.5381071375663149,0.5403723619767853,0.5976016616472066,0.6072052831084609,0.5191516223834509,0.6107254790105597,0.614998279396419,0.5757906308319303,0.4677289979003692
0.5812002522481503,0.5907407067673673,0.5556203863322262,0.626110381866672,0.5001351572947546,0.5108696500439868,0.47851140713068335,0.4891119300846011,0.5105169668786992,0.5422673352334105,0.40906506077778665,0.48762926310877935,0.5151524118330365,0.4867242025754522,0.4934692123555659,0.47611177850957914,0.4831374382732558,0.5022755956371533,0.5083919343803718,0.5831081878650632,0.5671539863553378,0.489545996744089,0.5538566283949384,0.5024463121102298,0.5413728177586119,0.5265407938907858,0.6081467540810094,0.5499749200551525,0.6064959291345117,0.5695230740434516,0.5090173752446759,0.49680491505747054
0.598470905958993,0.6189283628120538,0.49710881408140845,0.6044946073910621,0.5671753919077706,0.4836610893162546,0.48920601433878713,0.4732555740338029,0.5413263756951963,0.5627865211963198,0.46639786866092575,0.5315803575871497,0.5240585356318747,0.49311316827220186,0.48253636111951953,0.4785754703974869,0.45573213093289827,0.47450432737549614,0.5208431092190277,0.6203489743249246,0.5418019479104093,0.552081122694914,0.5684430618046972,0.5855655079879972,0.581442570018684,0.5603109358744987,0.5740002932798517,0.5448058038756349,0.6177476508345038,0.5642417923126022,0.5840636088557994,0.4962745069762952
0.5949428540242454,0.6020742294156338,0.5795536394744079,0.6319083161452261,0.5209256262070904,0.5502039631165925,0.5365072820658822,0.5386978031337809,0.5496786430434288,0.6079601970321052,0.540764810225106,0.5209610931084115,0.5669375991714968,0.5168783546964797,0.5086418697379138,0.5086049155093312,0.4731817343602671,0.4726610056755693,0.5437771957356138,0.6250662748286212,0.5369371789523927,0.5887153670464363,0.5883547012623566,0.6036778525063432,0.5897144333922789,0.575276897961745,0.5341579550881929,0.5666304563623692,0.6111965889655984,0.5557205308637068,0.514726854969182,0.5023773974577823
