Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
2.2768143701349715,2.196654758438616,2.1686160397993794,2.031899444082019,1.7624790558096926,2.375081448967281,1.9566791636935472,1.8753870323560857,2.0878436127987943,2.3892209719631876,2.1938572914414363,1.689983146219093,2.205726138287192,2.261291034417781,2.370721286867826,2.2678799132765866,2.103631420591407,1.9174377840524792,2.036126055276672,2.3341787423076608,2.1649166311528303,1.9286194569537691,2.123210004086213,2.3901848347845105,2.3066711795976396,2.2721750561754614,2.45824139976204,2.3406250776334483,2.468251225057807,2.256386707287876,2.136494053749656,2.2560896517392504
2.380253202850371,1.859958407392076,1.9994081696146184,1.890345943446474,1.6356411678363676,2.4328744840012564,1.8276156438237265,1.793559511073656,1.947543333764404,1.9508343834042878,2.0411502996111746,1.6943002745495535,2.088794290609167,1.9498488291944969,2.0964921474583025,2.0570457054577185,2.162399080797339,1.9248447738468102,2.0040039407513097,2.1733825803945463,2.2790068209573358,2.045879119795051,2.2658965032209553,2.2880391518484595,2.259582082529905,2.0917477432205525,2.044774320188731,1.9323321423179407,2.345501716776802,1.86363823351917,1.8271889582711565,2.0274540399263046
2.0184964560137906,2.024390229902235,2.026506846847044,2.0459536626880404,1.6782602771077129,2.437133663877731,1.9872253963171702,1.8420986298747541,2.175885454424341,2.278643760233672,2.137205513470521,1.8160473008269442,2.134302049557853,2.1355189838494253,2.289486296467292,2.3093439149431463,2.162580976201651,1.9010328412727133,2.0502953491220524,2.211538055686494,2.0998455734043495,1.8857558712980602,2.1078384904740206,2.244407506624669,2.1651248569680797,2.1783222520016903,2.3176665177137834,2.208346589505516,2.486584742353188,2.116743893734451,1.9115900333062255,2.1070399348946878
2.329798816193007,2.0080757987946773,2.0995726004560247,2.0326340082222334,1.7480647990198759,2.344809373733807,1.956809314698679,1.8287992401955766,2.0601413960793984,2.2844796153761675,2.118120462915161,1.7663125267356012,1.930549088276765,1.8623393148148353,1.9626505391265059,1.8409610947334671,1.7531286815721994,1.7259242976434295,1.9426918952520016,2.0148814841156386,2.1876431204736804,1.9868099546853515,2.1179755620948075,2.4310307723099998,2.2228574525424927,2.123159614614607,2.160609614827249,1.9274911291489534,2.125945967745743,1.8260053520622634,2.0026862480817074,2.045531836357765
1.9773588462126523,2.237034660528565,1.894525291245617,1.9739556250029022,1.864809479995255,1.9852689583413734,2.1230963626690196,1.6652358277896395,2.1188277134075566,1.9698258591952995,2.0067513742294287,1.7477042417446491,1.8455764024326295,2.0752029618323062,2.3571279383184685,2.298766434258439,2.0168369246644735,1.7799095139454415,2.0037696716417512,2.059242773274008,1.9040843553034976,1.8440549825454011,1.9147885494050398,2.1361881988322033,2.1813193812363,2.2224984673338772,2.4285951351915007,2.2149184075547796,2.3660912644154752,2.0420616907317846,2.094397257202842,1.8606767771850474
2.080650020784549,2.174529956742185,2.0643197167230745,2.1749830783795265,1.7472347250418312,2.1087589461786043,1.934746258210869,1.6481807175452527,2.093199091279151,2.234848069536972,1.9887373569481188,1.893232585080594,2.0070784803214083,1.915721240450212,2.36933600488382,2.4100611161416436,2.1654954943395937,1.8354894822656012,1.948800639652399,2.112771852346351,2.4243762396235256,2.031112241698568,2.354316460077565,2.277689608571802,2.15481928970471,2.0196499701120043,1.9683293777628668,1.9229695118234704,2.2229356622392356,1.914791861372693,1.937785330526135,2.0461355070442915
2.1536932033548157,2.1579880866274452,1.836273801754672,2.107912253426434,1.8433420515389145,1.9659235439503935,1.9893407679726538,1.8723246990447915,2.1455966927931756,1.9791903043012644,1.9869742693414205,1.8839527463317607,1.8418379890788892,1.8828601916017111,2.0509557896202084,2.2156192521152622,2.005569550407889,1.7213788713920724,1.8382916818498574,2.3863163438720307,2.232095042431698,1.8431857449569222,2.183426580432993,2.2623462419279026,2.358776949769819,1.9800860028767477,2.217215840248082,2.1166346433807792,2.355966881590077,2.1929476471661538,2.1488014631367944,1.8359438864931266
2.2068413865085375,2.031419889558252,2.1318187576501253,2.351632994465812,1.8817544233522778,2.2370607513928373,2.154283563023889,1.834731052759481,2.124673515526184,1.9394105999713778,1.9350987279474947,1.7632232173218934,2.0749844269602256,1.9631408888325717,2.106390266002253,2.129178940689905,2.37353230388157,2.060020431929554,2.182366488779231,2.2976529665758623,2.1968075457917995,2.237340840442165,2.420440009184945,2.3739308536535684,2.196397608238652,1.9604573635823466,2.37565415644493,2.158787606436681,2.146517249907839,1.9639292275421176,2.1966727908503443,1.7571774567381255
2.2311014440098607,2.2969369322917577,2.190751512568581,2.3650371407963595,2.0480867997476717,2.012584819150818,2.2057663115154114,1.8485992265986435,1.9194914485183463,2.284268219128835,2.0999725783413763,2.1093005497022443,1.9948553204615898,2.0747287984288594,2.162783635513272,2.3513794514802036,2.364506434594434,1.9868398624954455,2.0024773854999034,2.1945936837285815,2.162084779552347,2.049580969628099,2.2535332623374367,2.2186148688808998,2.270682206208364,2.038484680009754,2.1645281071926683,2.0018962091548027,2.0823297045353164,2.0542454865380306,2.149083699133301,1.8420097066836099
2.031747091137495,2.03487278593112,1.9071422606748514,2.2621739705456543,1.9911061536978665,2.4146613025953747,2.029354543105145,1.7502466067296265,1.9942850561857393,2.2846546696174403,2.2453945551702024,2.1362871366265552,2.0422869859138837,2.041257440893153,2.1246615436476404,1.990348577104711,2.1055531724904584,2.1185531243292512,2.2536514269078984,2.385112160950889,2.4718093177232032,2.1271489611697243,2.1051031445596298,2.534042132935086,2.310218187999619,1.9869477660198884,2.062168175907239,2.0982783947226302,2.104623630473845,2.0059585534443385,2.022116634905066,1.9578039341526163
